Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-01407,LAP-ORB-0005,Webcam Module,2024-02-05,106,30.17,Pending,Cracked/damaged
WC-01408,PHN-EMB-0013,Battery,2024-05-25,95,62.14,Refunded,Not charging
WC-01409,EAR-VOR-0007,Battery,2024-07-30,353,28.06,Pending,Malfunctioning
WC-01410,LAP-ORB-0001,Cooling Fan,2026-03-27,485,28.07,Refunded,Unresponsive
WC-01411,WCH-ZEN-0018,Logic Board,2025-04-29,54,99.06,Refunded,Not charging
WC-01412,LAP-VOR-0009,Display Panel,2024-02-05,486,209.31,Pending,Malfunctioning
WC-01413,LAP-EMB-0008,Cooling Fan,2024-08-20,875,58.2,Repaired,Cracked/damaged
WC-01414,LAP-SOL-0011,Keyboard Assembly,2025-07-15,829,75.04,Refunded,Random shutdowns
WC-01415,LAP-EMB-0008,Battery,2024-09-24,540,67.27,Repaired,Not charging
WC-01416,LAP-ZEN-0030,Display Panel,2024-06-13,232,127.7,Refunded,Overheating
WC-01417,LAP-EMB-0020,Motherboard,2024-06-05,492,167.0,Repaired,Won't power on
WC-01418,LAP-SOL-0019,Cooling Fan,2025-01-27,132,29.16,Refunded,Unresponsive
WC-01419,PHN-EMB-0015,Logic Board,2024-07-15,509,455.46,Refunded,Random shutdowns
WC-01420,PHN-ZEN-0001,Charging Port,2024-04-28,256,35.89,Refunded,Random shutdowns
WC-01421,LAP-SOL-0011,Motherboard,2025-10-26,65,259.41,Refunded,Malfunctioning
WC-01422,LAP-ZEN-0030,Keyboard Assembly,2024-08-22,552,80.05,Pending,Malfunctioning
WC-01423,LAP-EMB-0027,Battery,2025-06-25,438,100.46,Pending,Not charging
WC-01424,LAP-ZEN-0030,Motherboard,2024-01-03,959,373.46,Repaired,Not charging
WC-01425,LAP-EMB-0008,Battery,2025-04-22,548,67.01,Pending,Battery drains fast
WC-01426,TAB-EMB-0006,Battery,2024-11-26,407,69.49,Refunded,Malfunctioning
WC-01427,PHN-ZEN-0002,Logic Board,2024-06-05,137,368.97,Repaired,Malfunctioning
WC-01428,PHN-NIM-0021,Battery,2024-02-25,661,93.43,Pending,Won't power on
WC-01429,PHN-ORB-0014,Battery,2024-12-19,475,94.05,Repaired,Not charging
WC-01430,PHN-NIM-0016,Logic Board,2026-01-17,124,261.29,Repaired,Battery drains fast
WC-01431,PHN-ORB-0017,OLED Display,2024-12-07,321,121.9,Refunded,Not charging
WC-01432,WCH-ZEN-0007,Sensor Module,2025-09-04,647,30.91,Replaced,Random shutdowns
WC-01433,LAP-ZEN-0013,Cooling Fan,2025-06-21,520,25.65,Replaced,Battery drains fast
WC-01434,LAP-EMB-0027,Battery,2024-03-12,854,151.21,Refunded,Won't power on
WC-01435,TAB-EMB-0006,Logic Board,2025-06-30,255,136.65,Replaced,Unresponsive
WC-01436,PHN-EMB-0033,Logic Board,2026-05-11,910,595.56,Pending,Won't power on
WC-01437,LAP-EMB-0020,Motherboard,2025-01-20,732,246.83,Refunded,Battery drains fast
WC-01438,PHN-ZEN-0001,Charging Port,2026-01-15,302,35.43,Pending,Unresponsive
WC-01439,LAP-SOL-0011,Keyboard Assembly,2024-07-11,469,45.46,Refunded,Cracked/damaged
WC-01440,PHN-NIM-0021,Logic Board,2025-11-16,37,302.4,Repaired,Random shutdowns
WC-01441,EAR-ZEN-0005,Battery,2024-02-02,231,50.01,Repaired,Not charging
WC-01442,LAP-EMB-0020,Battery,2026-06-03,712,142.72,Replaced,Won't power on
WC-01443,LAP-NIM-0012,Display Panel,2024-01-15,156,175.29,Pending,Battery drains fast
WC-01444,LAP-VOR-0009,Motherboard,2024-11-29,23,166.79,Pending,Random shutdowns
WC-01445,TAB-ORB-0021,Touch Display,2024-02-15,956,132.04,Pending,Overheating
WC-01446,LAP-VOR-0010,Motherboard,2024-10-09,502,463.52,Pending,Cracked/damaged
WC-01447,PHN-NIM-0026,Battery,2025-10-14,26,76.4,Replaced,Won't power on
WC-01448,LAP-EMB-0027,SSD Storage,2024-01-16,788,215.47,Replaced,Unresponsive
WC-01449,WCH-VOR-0008,Battery,2024-05-21,884,38.07,Repaired,Not charging
WC-01450,LAP-VOR-0018,Motherboard,2025-06-23,243,177.22,Pending,Cracked/damaged
WC-01451,LAP-ZEN-0034,SSD Storage,2024-04-04,495,127.13,Pending,Won't power on
WC-01452,TAB-VOR-0015,Logic Board,2025-05-04,922,186.85,Refunded,Unresponsive
WC-01453,PHN-VOR-0032,Logic Board,2025-05-09,614,243.99,Replaced,Not charging
WC-01454,PHN-ZEN-0002,Charging Port,2024-09-30,626,54.27,Replaced,Unresponsive
WC-01455,LAP-VOR-0016,Battery,2025-08-24,924,92.07,Refunded,Overheating
WC-01456,WCH-NIM-0011,Logic Board,2025-03-11,957,125.53,Pending,Unresponsive
WC-01457,PHN-ZEN-0001,Logic Board,2025-04-06,595,258.96,Replaced,Malfunctioning
WC-01458,LAP-ZEN-0030,Battery,2026-02-06,815,144.85,Refunded,Overheating
WC-01459,LAP-EMB-0003,Cooling Fan,2025-07-22,784,38.3,Pending,Cracked/damaged
WC-01460,WCH-VOR-0008,Strap/Band,2024-05-13,686,39.82,Pending,Not charging
WC-01461,LAP-NIM-0006,Cooling Fan,2024-10-24,994,52.84,Repaired,Random shutdowns
WC-01462,PHN-EMB-0033,Battery,2025-10-27,391,50.34,Pending,Won't power on
WC-01463,LAP-EMB-0020,Display Panel,2025-11-07,387,210.1,Repaired,Unresponsive
WC-01464,LAP-EMB-0027,Motherboard,2025-10-30,844,359.37,Repaired,Not charging
WC-01465,WCH-SOL-0004,Battery,2025-05-16,24,47.64,Replaced,Random shutdowns
WC-01466,PHN-NIM-0024,Charging Port,2025-02-26,624,28.89,Pending,Overheating
WC-01467,WCH-ZEN-0012,Logic Board,2024-10-27,516,115.54,Refunded,Overheating
WC-01468,LAP-VOR-0010,Battery,2025-03-20,188,95.66,Replaced,Won't power on
WC-01469,PHN-SOL-0010,OLED Display,2024-10-18,112,137.05,Repaired,Not charging
WC-01470,EAR-ORB-0016,Battery,2025-03-26,783,23.77,Repaired,Unresponsive
WC-01471,LAP-ORB-0005,Webcam Module,2024-08-31,919,23.49,Repaired,Cracked/damaged
WC-01472,PHN-EMB-0033,Logic Board,2024-11-22,284,507.72,Replaced,Not charging
WC-01473,PHN-SOL-0010,Logic Board,2024-02-16,339,501.47,Repaired,Overheating
WC-01474,PHN-ORB-0004,OLED Display,2024-11-29,725,148.02,Replaced,Overheating
WC-01475,PHN-VOR-0003,Battery,2026-04-08,914,52.5,Repaired,Overheating
WC-01476,EAR-ORB-0013,Battery,2024-07-28,592,22.64,Refunded,Malfunctioning
WC-01477,PHN-SOL-0035,Battery,2025-06-24,786,53.83,Replaced,Cracked/damaged
WC-01478,TAB-EMB-0013,Touch Display,2025-04-14,193,198.72,Pending,Malfunctioning
WC-01479,LAP-VOR-0023,Keyboard Assembly,2025-05-11,743,57.72,Refunded,Not charging
WC-01480,LAP-EMB-0008,Battery,2024-12-13,901,69.19,Replaced,Unresponsive
WC-01481,LAP-NIM-0032,SSD Storage,2025-01-30,288,65.17,Repaired,Unresponsive
WC-01482,WCH-VOR-0013,Sensor Module,2024-11-24,878,47.57,Pending,Won't power on
WC-01483,PHN-VOR-0007,Logic Board,2024-07-23,93,120.85,Repaired,Not charging
WC-01484,PHN-ZEN-0002,Camera Module,2025-11-19,163,93.84,Replaced,Cracked/damaged
WC-01485,PHN-SOL-0025,Battery,2024-05-06,987,42.4,Replaced,Unresponsive
WC-01486,WCH-NIM-0001,Display,2025-07-01,955,105.07,Refunded,Cracked/damaged
WC-01487,PHN-SOL-0030,Charging Port,2025-07-01,495,45.14,Pending,Not charging
WC-01488,LAP-VOR-0010,Display Panel,2026-05-22,835,159.12,Refunded,Malfunctioning
WC-01489,WCH-SOL-0002,Battery,2024-03-17,390,40.31,Replaced,Malfunctioning
WC-01490,WCH-ZEN-0007,Battery,2024-11-01,538,39.01,Refunded,Malfunctioning
WC-01491,LAP-SOL-0011,Webcam Module,2026-05-17,566,47.37,Refunded,Battery drains fast
WC-01492,LAP-EMB-0020,Display Panel,2024-11-15,990,220.71,Replaced,Won't power on
WC-01493,PHN-VOR-0007,Logic Board,2024-06-01,881,178.96,Refunded,Unresponsive
WC-01494,LAP-EMB-0033,Battery,2024-05-09,778,109.34,Repaired,Won't power on
WC-01495,LAP-NIM-0012,Battery,2024-06-05,243,72.36,Pending,Won't power on
WC-01496,EAR-ORB-0016,Charging Case,2024-12-09,180,32.22,Refunded,Battery drains fast
WC-01497,PHN-SOL-0006,Charging Port,2025-12-22,526,54.81,Pending,Cracked/damaged
WC-01498,TAB-ORB-0021,Charging Port,2025-03-19,80,49.64,Repaired,Overheating
WC-01499,LAP-ORB-0036,Motherboard,2024-07-29,266,177.98,Repaired,Malfunctioning
WC-01500,LAP-SOL-0015,Battery,2024-12-22,79,141.24,Refunded,Malfunctioning
WC-01501,TAB-EMB-0001,Battery,2025-06-10,194,78.63,Replaced,Malfunctioning
WC-01502,LAP-ZEN-0014,Keyboard Assembly,2024-07-22,140,88.97,Refunded,Malfunctioning
WC-01503,WCH-NIM-0011,Display,2024-03-07,829,126.63,Pending,Overheating
WC-01504,TAB-NIM-0007,Charging Port,2026-05-18,747,52.03,Pending,Battery drains fast
WC-01505,EAR-VOR-0008,Battery,2025-06-02,975,29.4,Replaced,Random shutdowns
WC-01506,PHN-VOR-0003,Logic Board,2024-05-14,501,170.49,Replaced,Not charging
WC-01507,PHN-NIM-0016,Logic Board,2024-06-01,70,183.52,Repaired,Malfunctioning
WC-01508,PHN-SOL-0027,OLED Display,2025-04-19,165,179.66,Refunded,Unresponsive
WC-01509,LAP-VOR-0016,Motherboard,2025-05-24,848,223.81,Refunded,Won't power on
WC-01510,WCH-ZEN-0012,Battery,2025-02-16,752,68.86,Refunded,Battery drains fast
WC-01511,TAB-ZEN-0004,Touch Display,2025-07-27,358,239.76,Replaced,Overheating
WC-01512,PHN-SOL-0030,Logic Board,2024-04-14,864,328.39,Replaced,Random shutdowns
WC-01513,TAB-ZEN-0005,Touch Display,2024-04-13,381,93.04,Refunded,Malfunctioning
WC-01514,PHN-EMB-0033,Battery,2025-01-12,269,42.32,Repaired,Overheating
WC-01515,PHN-NIM-0036,Camera Module,2025-03-27,809,117.57,Refunded,Cracked/damaged
WC-01516,TAB-NIM-0023,Logic Board,2024-11-18,439,290.17,Repaired,Cracked/damaged
WC-01517,PHN-VOR-0020,Logic Board,2026-04-11,902,370.14,Repaired,Malfunctioning
WC-01518,PHN-ZEN-0012,Charging Port,2026-04-06,647,28.87,Repaired,Cracked/damaged
WC-01519,TAB-EMB-0011,Battery,2025-04-30,169,49.61,Repaired,Cracked/damaged
WC-01520,LAP-ZEN-0026,Cooling Fan,2024-05-29,744,47.21,Refunded,Not charging
WC-01521,WCH-SOL-0004,Display,2025-10-25,563,98.22,Replaced,Malfunctioning
WC-01522,LAP-ZEN-0034,Motherboard,2025-07-13,217,330.11,Pending,Not charging
WC-01523,PHN-VOR-0003,Logic Board,2025-11-02,422,122.56,Refunded,Not charging
WC-01524,TAB-VOR-0017,Battery,2025-03-20,676,70.31,Replaced,Random shutdowns
WC-01525,LAP-ZEN-0030,SSD Storage,2024-12-14,71,111.18,Repaired,Overheating
WC-01526,WCH-SOL-0009,Logic Board,2025-07-01,336,95.63,Pending,Not charging
WC-01527,WCH-EMB-0006,Logic Board,2024-07-25,97,83.97,Repaired,Won't power on
WC-01528,TAB-ORB-0003,Battery,2025-09-26,883,50.47,Repaired,Not charging
WC-01529,LAP-ORB-0005,RAM Module,2026-04-18,747,202.9,Repaired,Malfunctioning
WC-01530,LAP-VOR-0009,Motherboard,2025-09-08,907,152.57,Refunded,Battery drains fast
WC-01531,LAP-ZEN-0031,Motherboard,2025-02-14,48,131.16,Refunded,Overheating
WC-01532,LAP-SOL-0029,Motherboard,2024-02-06,680,284.17,Replaced,Not charging
WC-01533,WCH-SOL-0002,Logic Board,2024-06-14,989,86.9,Pending,Not charging
WC-01534,PHN-EMB-0033,Camera Module,2025-01-01,498,127.25,Refunded,Overheating
WC-01535,TAB-EMB-0001,Battery,2025-07-13,655,74.26,Replaced,Random shutdowns
WC-01536,WCH-SOL-0009,Logic Board,2025-08-27,472,52.66,Refunded,Malfunctioning
WC-01537,LAP-VOR-0035,Battery,2025-05-10,616,69.66,Replaced,Random shutdowns
WC-01538,TAB-EMB-0011,Touch Display,2024-07-23,253,118.66,Replaced,Cracked/damaged
WC-01539,PHN-ZEN-0034,Battery,2024-06-15,470,63.11,Pending,Random shutdowns
WC-01540,LAP-VOR-0023,Battery,2026-01-24,759,76.55,Replaced,Not charging
WC-01541,PHN-ZEN-0001,Battery,2025-04-20,797,74.89,Replaced,Random shutdowns
WC-01542,PHN-EMB-0013,OLED Display,2024-08-26,888,248.67,Pending,Unresponsive
WC-01543,LAP-SOL-0017,Battery,2026-02-09,457,97.46,Refunded,Overheating
WC-01544,PHN-ORB-0011,Charging Port,2026-01-14,309,45.92,Repaired,Overheating
WC-01545,WCH-ORB-0014,Sensor Module,2025-12-21,639,64.16,Repaired,Random shutdowns
WC-01546,LAP-NIM-0006,Keyboard Assembly,2024-02-24,158,59.31,Replaced,Random shutdowns
WC-01547,EAR-ORB-0013,Speaker Driver,2024-05-26,675,15.67,Replaced,Won't power on
WC-01548,LAP-VOR-0010,Keyboard Assembly,2024-01-14,525,42.63,Pending,Won't power on
WC-01549,LAP-EMB-0003,RAM Module,2024-11-25,992,106.11,Replaced,Won't power on
WC-01550,LAP-EMB-0020,Motherboard,2025-10-09,386,176.07,Repaired,Unresponsive
WC-01551,PHN-VOR-0003,Battery,2026-01-01,569,48.6,Replaced,Random shutdowns
WC-01552,PHN-EMB-0022,OLED Display,2026-03-11,699,112.04,Pending,Malfunctioning
WC-01553,EAR-ORB-0013,Charging Case,2026-04-19,938,42.32,Refunded,Unresponsive
WC-01554,WCH-VOR-0008,Sensor Module,2024-01-23,407,39.68,Repaired,Random shutdowns
WC-01555,LAP-VOR-0018,Cooling Fan,2025-12-16,483,31.32,Repaired,Won't power on
WC-01556,TAB-EMB-0001,Battery,2025-11-30,947,57.4,Replaced,Not charging
WC-01557,EAR-SOL-0006,Battery,2026-02-25,880,31.78,Replaced,Unresponsive
WC-01558,PHN-VOR-0003,Charging Port,2025-06-09,249,36.93,Repaired,Not charging
WC-01559,WCH-NIM-0011,Strap/Band,2026-01-12,260,20.67,Replaced,Random shutdowns
WC-01560,LAP-ORB-0005,Motherboard,2025-08-13,429,255.49,Repaired,Unresponsive
WC-01561,WCH-ZEN-0007,Logic Board,2024-01-26,614,160.0,Pending,Cracked/damaged
WC-01562,LAP-ZEN-0013,Motherboard,2026-01-31,855,166.39,Replaced,Unresponsive
WC-01563,PHN-ORB-0014,Battery,2024-07-22,523,66.33,Repaired,Overheating
WC-01564,TAB-SOL-0019,Logic Board,2024-11-03,645,216.65,Refunded,Cracked/damaged
WC-01565,PHN-NIM-0008,Logic Board,2025-07-13,123,239.18,Pending,Won't power on
WC-01566,PHN-NIM-0008,Camera Module,2025-04-05,694,36.23,Replaced,Not charging
WC-01567,TAB-NIM-0023,Charging Port,2024-07-03,236,51.22,Pending,Cracked/damaged
WC-01568,PHN-EMB-0013,OLED Display,2025-10-30,942,189.4,Replaced,Malfunctioning
WC-01569,EAR-ORB-0016,Charging Case,2024-12-06,405,41.56,Repaired,Battery drains fast
WC-01570,PHN-ORB-0031,Logic Board,2025-05-05,441,402.07,Repaired,Unresponsive
WC-01571,TAB-SOL-0016,Charging Port,2026-04-10,699,36.26,Refunded,Malfunctioning
WC-01572,PHN-SOL-0006,OLED Display,2025-05-12,383,219.93,Pending,Unresponsive
WC-01573,PHN-VOR-0003,OLED Display,2024-02-04,491,320.03,Pending,Not charging
WC-01574,PHN-VOR-0032,Logic Board,2025-04-20,708,507.96,Refunded,Random shutdowns
WC-01575,TAB-ZEN-0005,Logic Board,2024-05-20,869,207.59,Refunded,Won't power on
WC-01576,WCH-SOL-0004,Logic Board,2026-05-05,36,83.61,Replaced,Battery drains fast
WC-01577,PHN-NIM-0021,OLED Display,2025-04-25,452,172.55,Repaired,Malfunctioning
WC-01578,TAB-ZEN-0005,Logic Board,2024-04-26,822,172.77,Replaced,Not charging
WC-01579,PHN-NIM-0016,OLED Display,2024-06-14,516,253.85,Repaired,Unresponsive
WC-01580,PHN-NIM-0008,Logic Board,2025-01-17,318,209.03,Refunded,Battery drains fast
WC-01581,PHN-NIM-0021,OLED Display,2024-07-14,686,215.0,Repaired,Cracked/damaged
WC-01582,LAP-SOL-0019,Battery,2025-01-27,329,70.05,Replaced,Not charging
WC-01583,LAP-ZEN-0013,Cooling Fan,2024-10-02,603,43.37,Replaced,Unresponsive
WC-01584,LAP-SOL-0007,Cooling Fan,2026-03-12,418,31.7,Replaced,Battery drains fast
WC-01585,EAR-ZEN-0004,Speaker Driver,2025-01-08,935,40.85,Repaired,Battery drains fast
WC-01586,TAB-EMB-0006,Speaker Unit,2024-11-03,876,27.54,Replaced,Battery drains fast
WC-01587,TAB-ZEN-0005,Charging Port,2024-11-02,186,61.35,Repaired,Overheating
WC-01588,TAB-VOR-0008,Battery,2025-08-17,376,114.63,Replaced,Malfunctioning
WC-01589,PHN-ORB-0031,Logic Board,2024-06-10,50,356.81,Repaired,Random shutdowns
WC-01590,WCH-NIM-0005,Battery,2025-05-20,539,25.09,Repaired,Random shutdowns
WC-01591,PHN-VOR-0032,Speaker Unit,2024-03-14,343,43.7,Repaired,Not charging
WC-01592,LAP-NIM-0002,Battery,2024-06-26,892,69.25,Refunded,Random shutdowns
WC-01593,PHN-ZEN-0034,OLED Display,2026-03-24,63,187.25,Pending,Unresponsive
WC-01594,PHN-ORB-0017,Logic Board,2024-11-03,732,265.76,Repaired,Random shutdowns
WC-01595,WCH-ORB-0016,Logic Board,2026-01-25,815,170.45,Pending,Malfunctioning
WC-01596,LAP-EMB-0020,Cooling Fan,2026-01-06,754,39.83,Repaired,Battery drains fast
WC-01597,PHN-SOL-0025,Logic Board,2025-09-07,819,636.3,Replaced,Won't power on
WC-01598,WCH-SOL-0002,Display,2026-03-29,245,58.75,Pending,Won't power on
WC-01599,LAP-ZEN-0026,Keyboard Assembly,2025-10-13,937,34.98,Repaired,Malfunctioning
WC-01600,PHN-VOR-0007,Logic Board,2024-10-23,726,143.15,Repaired,Malfunctioning
WC-01601,LAP-EMB-0008,Cooling Fan,2025-02-27,905,44.0,Replaced,Battery drains fast
WC-01602,TAB-EMB-0001,Touch Display,2026-01-18,976,157.5,Refunded,Won't power on
WC-01603,LAP-SOL-0015,RAM Module,2024-01-27,453,115.32,Pending,Battery drains fast
WC-01604,EAR-VOR-0007,Battery,2025-11-07,464,31.38,Repaired,Battery drains fast
WC-01605,LAP-VOR-0010,Motherboard,2024-02-18,600,299.53,Replaced,Malfunctioning
WC-01606,PHN-VOR-0032,Speaker Unit,2025-01-09,317,40.23,Replaced,Unresponsive
WC-01607,TAB-ORB-0003,Touch Display,2026-04-16,635,164.63,Repaired,Cracked/damaged
WC-01608,WCH-ZEN-0007,Display,2025-08-08,255,74.14,Repaired,Malfunctioning
WC-01609,WCH-SOL-0002,Sensor Module,2026-03-02,853,59.2,Refunded,Won't power on
WC-01610,WCH-VOR-0008,Sensor Module,2025-10-02,895,56.1,Pending,Not charging
WC-01611,EAR-ORB-0013,Battery,2025-01-17,830,26.18,Replaced,Battery drains fast
WC-01612,PHN-NIM-0026,Battery,2024-02-27,424,54.31,Replaced,Battery drains fast
WC-01613,EAR-SOL-0003,Charging Case,2024-05-17,190,18.96,Refunded,Malfunctioning
WC-01614,PHN-ORB-0011,Battery,2024-09-04,662,53.78,Replaced,Cracked/damaged
WC-01615,WCH-SOL-0009,Display,2024-01-31,513,74.46,Replaced,Overheating
WC-01616,LAP-ORB-0036,Battery,2025-10-24,605,120.82,Refunded,Won't power on
WC-01617,WCH-NIM-0001,Logic Board,2024-11-21,737,198.68,Replaced,Battery drains fast
WC-01618,PHN-ZEN-0023,Logic Board,2025-08-11,744,184.01,Pending,Random shutdowns
WC-01619,PHN-SOL-0025,OLED Display,2025-09-27,730,304.06,Replaced,Overheating
WC-01620,EAR-EMB-0014,Charging Case,2025-05-02,776,27.67,Refunded,Won't power on
WC-01621,TAB-EMB-0011,Logic Board,2024-11-03,987,296.35,Replaced,Won't power on
WC-01622,TAB-NIM-0022,Touch Display,2024-02-25,425,98.22,Replaced,Malfunctioning
WC-01623,LAP-VOR-0018,Webcam Module,2024-12-02,688,44.16,Pending,Overheating
WC-01624,PHN-EMB-0033,OLED Display,2026-02-07,109,287.89,Pending,Cracked/damaged
WC-01625,LAP-NIM-0002,Motherboard,2025-07-14,561,265.08,Replaced,Battery drains fast
WC-01626,TAB-NIM-0023,Touch Display,2025-04-28,714,157.06,Pending,Not charging
WC-01627,EAR-ZEN-0005,Charging Case,2024-11-25,397,43.09,Refunded,Cracked/damaged
WC-01628,EAR-ZEN-0005,Battery,2024-07-11,131,44.12,Pending,Overheating
WC-01629,TAB-ORB-0003,Battery,2025-10-18,392,71.21,Repaired,Unresponsive
WC-01630,PHN-ORB-0011,OLED Display,2025-12-04,674,231.41,Repaired,Won't power on
WC-01631,LAP-NIM-0025,Display Panel,2025-04-14,468,253.08,Refunded,Cracked/damaged
WC-01632,WCH-ZEN-0012,Battery,2026-01-06,543,57.18,Replaced,Battery drains fast
WC-01633,PHN-SOL-0006,Battery,2024-08-21,202,88.22,Refunded,Battery drains fast
WC-01634,TAB-EMB-0011,Touch Display,2025-12-14,119,96.43,Refunded,Battery drains fast
WC-01635,LAP-ORB-0005,Keyboard Assembly,2024-01-14,453,89.01,Refunded,Unresponsive
WC-01636,LAP-SOL-0007,Webcam Module,2025-09-06,520,29.99,Refunded,Random shutdowns
WC-01637,TAB-NIM-0007,Logic Board,2025-04-16,209,277.91,Replaced,Random shutdowns
WC-01638,PHN-EMB-0013,Logic Board,2025-07-03,907,316.74,Refunded,Unresponsive
WC-01639,LAP-VOR-0035,Cooling Fan,2024-02-29,736,44.19,Repaired,Not charging
WC-01640,TAB-ORB-0024,Logic Board,2024-08-30,403,165.38,Replaced,Battery drains fast
WC-01641,WCH-ORB-0016,Display,2024-11-24,232,89.57,Repaired,Battery drains fast
WC-01642,TAB-SOL-0016,Battery,2026-05-21,510,51.51,Replaced,Random shutdowns
WC-01643,WCH-SOL-0004,Display,2024-09-05,563,59.38,Refunded,Random shutdowns
WC-01644,WCH-EMB-0015,Logic Board,2026-04-01,934,58.06,Repaired,Battery drains fast
WC-01645,LAP-NIM-0032,Cooling Fan,2025-06-11,284,47.18,Pending,Battery drains fast
WC-01646,LAP-ZEN-0026,Cooling Fan,2025-02-21,743,33.28,Refunded,Not charging
WC-01647,WCH-NIM-0011,Logic Board,2026-04-02,171,118.58,Repaired,Won't power on
WC-01648,TAB-EMB-0006,Logic Board,2025-12-02,206,146.22,Refunded,Malfunctioning
WC-01649,PHN-ZEN-0023,Camera Module,2024-03-13,855,166.18,Repaired,Cracked/damaged
WC-01650,LAP-SOL-0029,Motherboard,2025-01-25,174,375.42,Refunded,Unresponsive
WC-01651,EAR-ORB-0013,Battery,2024-12-11,784,33.46,Refunded,Malfunctioning
WC-01652,PHN-VOR-0003,Logic Board,2026-02-17,818,188.26,Repaired,Cracked/damaged
WC-01653,LAP-ORB-0024,Motherboard,2025-10-29,987,155.91,Replaced,Overheating
WC-01654,TAB-EMB-0011,Speaker Unit,2024-07-17,624,31.7,Repaired,Malfunctioning
WC-01655,PHN-NIM-0008,Logic Board,2024-03-28,117,233.84,Pending,Overheating
WC-01656,LAP-VOR-0035,Display Panel,2025-01-01,385,422.79,Replaced,Not charging
WC-01657,PHN-NIM-0024,Battery,2024-05-29,897,50.78,Pending,Not charging
WC-01658,LAP-ZEN-0026,Display Panel,2025-01-29,393,275.32,Refunded,Cracked/damaged
WC-01659,LAP-ORB-0005,Battery,2025-10-10,659,48.12,Refunded,Battery drains fast
WC-01660,PHN-SOL-0030,Logic Board,2026-05-30,106,255.09,Replaced,Not charging
WC-01661,LAP-ZEN-0034,Cooling Fan,2025-09-23,734,47.31,Refunded,Not charging
WC-01662,LAP-NIM-0032,Battery,2024-09-23,103,154.89,Repaired,Battery drains fast
WC-01663,LAP-ZEN-0026,Motherboard,2025-11-16,523,196.64,Pending,Won't power on
WC-01664,PHN-SOL-0030,Battery,2025-03-27,416,53.77,Refunded,Cracked/damaged
WC-01665,LAP-EMB-0027,Battery,2025-09-10,169,149.81,Repaired,Won't power on
WC-01666,WCH-VOR-0008,Display,2025-08-10,830,102.56,Replaced,Cracked/damaged
WC-01667,LAP-VOR-0016,Battery,2026-02-19,225,98.29,Replaced,Unresponsive
WC-01668,PHN-SOL-0030,Logic Board,2026-02-03,51,254.07,Refunded,Overheating
WC-01669,EAR-ORB-0013,Battery,2024-12-13,462,42.62,Repaired,Malfunctioning
WC-01670,LAP-ZEN-0030,Webcam Module,2025-09-17,420,26.65,Repaired,Won't power on
WC-01671,LAP-VOR-0010,Cooling Fan,2024-04-24,80,34.11,Replaced,Not charging
WC-01672,LAP-VOR-0035,Motherboard,2024-07-02,681,311.38,Pending,Not charging
WC-01673,PHN-VOR-0020,Charging Port,2024-11-10,371,36.11,Repaired,Battery drains fast
WC-01674,EAR-EMB-0018,Battery,2025-01-13,335,20.75,Refunded,Malfunctioning
WC-01675,TAB-ZEN-0004,Charging Port,2024-02-14,152,43.25,Pending,Random shutdowns
WC-01676,LAP-VOR-0035,Battery,2024-03-03,611,62.67,Refunded,Cracked/damaged
WC-01677,EAR-ORB-0013,Speaker Driver,2024-06-09,701,18.03,Replaced,Overheating
WC-01678,LAP-EMB-0008,Motherboard,2024-10-10,856,324.39,Repaired,Overheating
WC-01679,EAR-ORB-0016,Battery,2025-11-22,724,48.26,Refunded,Unresponsive
WC-01680,WCH-SOL-0002,Battery,2026-04-09,874,43.5,Replaced,Unresponsive
WC-01681,LAP-SOL-0007,Webcam Module,2025-02-07,929,45.24,Repaired,Cracked/damaged
WC-01682,LAP-VOR-0018,SSD Storage,2024-12-15,714,207.79,Replaced,Random shutdowns
WC-01683,TAB-VOR-0008,Logic Board,2024-04-04,822,370.97,Repaired,Cracked/damaged
WC-01684,PHN-ZEN-0018,Battery,2025-08-29,312,94.52,Repaired,Cracked/damaged
WC-01685,LAP-NIM-0032,Cooling Fan,2024-11-02,416,53.76,Repaired,Not charging
WC-01686,WCH-VOR-0013,Battery,2024-06-08,164,34.51,Replaced,Not charging
WC-01687,PHN-NIM-0026,Battery,2025-04-20,992,76.67,Replaced,Overheating
WC-01688,LAP-SOL-0015,Battery,2026-01-07,491,177.78,Pending,Unresponsive
WC-01689,EAR-ORB-0013,Battery,2026-01-28,570,39.22,Repaired,Battery drains fast
WC-01690,TAB-ORB-0021,Logic Board,2025-03-19,164,139.75,Pending,Malfunctioning
WC-01691,WCH-VOR-0013,Logic Board,2024-03-24,695,115.91,Replaced,Won't power on
WC-01692,TAB-NIM-0023,Charging Port,2024-06-26,935,40.95,Repaired,Not charging
WC-01693,PHN-SOL-0030,Logic Board,2024-01-30,916,378.42,Refunded,Malfunctioning
WC-01694,EAR-ZEN-0004,Bluetooth Chip,2025-06-11,126,42.99,Repaired,Won't power on
WC-01695,TAB-ORB-0003,Battery,2024-02-13,847,42.53,Refunded,Unresponsive
WC-01696,LAP-VOR-0023,Motherboard,2024-03-05,913,131.81,Pending,Won't power on
WC-01697,PHN-SOL-0030,Charging Port,2024-11-30,184,36.31,Repaired,Malfunctioning
WC-01698,TAB-EMB-0011,Logic Board,2024-09-16,88,232.6,Refunded,Unresponsive
